x
ASDC
ASDC
ASDC
ASDC
ASDC
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B intermediate
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B memory
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
B naive
